iter,step,seg,loss,gn_cum,indep_gn
2,20,ans_final,1.5982,41.5177,6.2987
2,20,ans_first,2.3284,42.2017,9.1702
2,20,cq,2.1334,46.5489,17.0445
2,20,ans_final,1.4339,46.6666,3.9311
2,20,ans_first,1.9628,46.9929,6.1250
2,20,cq,1.5202,50.4757,17.9277
2,20,ans_final,1.2457,50.8383,5.6659
2,20,ans_first,1.5875,51.4483,6.3460
2,20,cq,1.2220,53.8068,16.2457
2,20,ans_final,1.5166,54.3080,6.3208
2,20,ans_first,1.2083,54.8177,7.3465
2,20,cq,1.5961,59.4955,21.4737
2,20,ans_final,1.3365,59.8858,6.4778
2,21,ans_first,2.0703,6.6215,6.6215
2,21,cq,1.0593,17.3593,16.1133
2,21,ans_final,1.3684,17.6794,4.1128
2,21,ans_first,1.3730,18.6866,5.9516
2,21,cq,1.6329,34.9799,28.2678
2,21,ans_final,1.3491,35.2523,5.7175
2,21,ans_first,1.8242,35.5888,6.2225
2,21,cq,2.1275,40.9273,23.4753
2,21,ans_final,1.5574,41.2136,4.3579
2,21,ans_first,1.2608,42.1670,7.7943
2,21,cq,1.1648,45.7094,18.7642
2,21,ans_final,1.3894,46.4037,7.3047
2,21,ans_first,2.0565,46.8042,6.0868
2,21,cq,0.9354,46.7071,12.9658
2,21,ans_final,1.4446,47.1745,5.7414
2,21,ans_first,1.0445,47.7339,6.8825
2,21,cq,1.8549,49.9336,14.5843
2,21,ans_final,1.4923,50.3181,4.3779
2,21,ans_first,2.4351,50.6919,8.1154
2,21,cq,3.0794,54.6558,21.5718
2,21,ans_final,1.5175,55.0242,4.4529
2,21,ans_first,1.8791,55.5749,7.9211
2,21,cq,1.8022,61.7761,21.3902
2,21,ans_final,1.4652,62.2894,5.0151
2,22,ans_first,2.3056,7.3640,7.3640
2,22,cq,1.0449,17.1348,15.3937
2,22,ans_final,1.3524,17.9574,4.8078
2,22,ans_first,1.5333,19.3112,6.6386
2,22,cq,1.9938,28.5410,21.5169
2,22,ans_final,1.3821,28.7225,3.9253
2,22,ans_first,1.4044,29.2381,8.1890
2,22,cq,0.6614,33.9082,15.2652
2,22,ans_final,1.4343,34.6499,6.8407
2,22,ans_first,1.2343,35.1107,6.5953
2,22,cq,0.8771,38.3877,13.3178
2,22,ans_final,1.4450,38.8914,5.4875
2,22,ans_first,1.4414,39.4414,8.4684
2,22,cq,0.1884,41.1929,6.1934
2,22,ans_final,1.5389,41.8813,5.6078
2,22,ans_first,1.8430,42.1094,5.5817
2,22,cq,0.9253,46.2681,21.9995
2,22,ans_final,1.4420,46.8037,5.7130
2,22,ans_first,2.0071,46.9791,7.6390
2,22,cq,0.3504,48.7683,12.5979
2,22,ans_final,1.3240,49.2512,4.0178
2,22,ans_first,2.0293,50.1069,7.4713
2,22,cq,2.0266,51.7564,20.5287
2,22,ans_final,1.4210,52.0572,3.9189
2,23,ans_first,1.6413,5.4988,5.4988
2,23,cq,1.7441,21.9011,20.5724
2,23,ans_final,1.6143,22.9382,6.2321
2,23,ans_first,1.5888,23.9293,5.8392
2,23,cq,0.6655,27.3226,12.8065
2,23,ans_final,1.2502,27.7070,4.9465
2,23,ans_first,1.1850,29.2207,7.7138
2,23,cq,2.0058,41.6795,31.3893
2,23,ans_final,1.3308,42.0312,5.2462
2,23,ans_first,1.7936,42.7347,5.9449
2,23,cq,1.6234,41.9059,15.3661
2,23,ans_final,1.4401,42.1846,5.4863
2,23,ans_first,1.4681,42.5536,4.3675
2,23,cq,1.3105,46.2181,16.2877
2,23,ans_final,1.5269,46.4894,6.5365
2,23,ans_first,1.5245,46.6464,4.7480
2,23,cq,1.1649,49.6363,14.4027
2,23,ans_final,1.6799,50.4027,5.8527
2,23,ans_first,1.8614,50.8217,5.2371
2,23,cq,1.6301,52.4603,16.4365
2,23,ans_final,1.3830,52.7922,4.3096
2,23,ans_first,2.2276,52.6595,6.4874
2,23,cq,1.5716,54.8397,14.2544
2,23,ans_final,1.6138,55.3282,5.0558
2,24,ans_first,1.8282,5.2380,5.2380
2,24,cq,0.9695,15.8203,15.1386
2,24,ans_final,1.8465,17.0815,6.5614
2,24,ans_first,1.8977,18.7509,7.3237
2,24,cq,1.5620,24.8026,16.1808
2,24,ans_final,1.5722,25.1203,4.7600
2,24,ans_first,1.7809,25.9519,6.0326
2,24,cq,1.3647,32.5085,15.7459
2,24,ans_final,1.3620,32.5157,4.8731
2,24,ans_first,1.3254,32.9563,6.1232
2,24,cq,0.7216,34.1167,12.8111
2,24,ans_final,1.2139,34.4585,4.3676
2,24,ans_first,2.0079,35.3746,7.2510
2,24,cq,0.8926,40.0828,14.7050
2,24,ans_final,1.6667,40.6058,7.3846
2,24,ans_first,1.3258,41.4227,7.9693
2,24,cq,0.2488,43.7231,9.6328
2,24,ans_final,1.5430,44.1504,4.4015
2,24,ans_first,1.3050,44.9652,8.3772
2,24,cq,1.3082,46.9324,23.8440
2,24,ans_final,1.2862,47.3681,4.4874
2,24,ans_first,2.1862,47.5648,7.3652
2,24,cq,2.2330,54.3856,22.1313
2,24,ans_final,1.3432,54.5997,5.2620
2,25,ans_first,1.6884,7.2288,7.2288
2,25,cq,1.4990,19.5666,18.4474
2,25,ans_final,1.5756,20.4671,6.8784
2,25,ans_first,1.5120,21.5395,6.2842
2,25,cq,0.5702,27.0845,16.0781
2,25,ans_final,1.5777,27.6874,5.3914
2,25,ans_first,1.5825,28.3545,5.7034
2,25,cq,1.4127,32.9555,14.2907
2,25,ans_final,1.5249,33.3614,6.4682
2,25,ans_first,1.6424,33.9146,7.8883
2,25,cq,0.9032,35.9562,16.8569
2,25,ans_final,1.7805,36.5289,6.8305
2,25,ans_first,1.1197,36.8274,5.0375
2,25,cq,0.9776,38.7663,15.0802
2,25,ans_final,1.3538,39.1891,5.5144
2,25,ans_first,2.2201,40.0429,8.8534
2,25,cq,1.2143,46.7435,17.9934
2,25,ans_final,1.6081,47.2205,7.1632
2,25,ans_first,1.8305,47.6045,5.9271
2,25,cq,0.6552,53.8873,19.3152
2,25,ans_final,1.5983,54.1086,5.9612
2,25,ans_first,1.8107,54.4308,5.8563
2,25,cq,2.0772,56.5433,17.2210
2,25,ans_final,1.7984,56.8680,4.8383
2,26,ans_first,1.6768,4.8598,4.8598
2,26,cq,1.5294,29.3508,28.9392
2,26,ans_final,1.4983,29.8891,6.2512
2,26,ans_first,1.6856,30.5754,6.6686
2,26,cq,1.6805,34.3842,16.2327
2,26,ans_final,1.6843,34.7732,6.9958
2,26,ans_first,1.8454,35.8199,9.1895
2,26,cq,1.3335,39.4421,15.2987
2,26,ans_final,1.6051,39.6049,5.4370
2,26,ans_first,1.6793,40.8631,9.1367
2,26,cq,1.5848,48.3168,27.4846
2,26,ans_final,1.6318,48.8368,7.7111
2,26,ans_first,2.3118,49.2746,7.2787
2,26,cq,2.7689,55.4714,23.3643
2,26,ans_final,1.5353,55.9262,6.6619
2,26,ans_first,1.4765,56.1518,5.6538
2,26,cq,1.4814,58.5985,17.2552
2,26,ans_final,1.5343,59.0835,6.0689
2,26,ans_first,1.4455,59.2703,5.3805
2,26,cq,1.0407,61.3599,14.8423
2,26,ans_final,1.4633,61.9537,5.8332
2,26,ans_first,1.6054,62.2468,7.0452
2,26,cq,1.2289,64.1931,14.9498
2,26,ans_final,1.6200,64.3980,4.9370
2,27,ans_first,1.8530,6.4124,6.4124
2,27,cq,0.4624,11.7584,10.0104
2,27,ans_final,1.6927,12.5348,5.1009
2,27,ans_first,2.0043,14.0884,5.9265
2,27,cq,2.0836,23.9285,20.3828
2,27,ans_final,1.5573,24.6410,6.9039
2,27,ans_first,1.4719,25.7731,6.3086
2,27,cq,0.8737,29.7750,14.2378
2,27,ans_final,1.4282,30.4578,5.7900
2,27,ans_first,1.7448,31.5456,6.8988
2,27,cq,1.7008,38.0543,26.2405
2,27,ans_final,1.5652,38.7797,6.5924
2,27,ans_first,2.1069,39.5183,7.9696
2,27,cq,1.0356,43.8993,18.6958
2,27,ans_final,1.4821,44.6073,5.8958
2,27,ans_first,2.0488,45.3186,7.8706
2,27,cq,2.1006,49.3652,19.5284
2,27,ans_final,1.4377,49.4993,4.5088
2,27,ans_first,1.7186,49.6392,6.6568
2,27,cq,1.3330,52.5840,17.4524
2,27,ans_final,1.4869,52.7855,5.4033
2,27,ans_first,1.6676,53.1987,6.8502
2,27,cq,1.6620,55.0482,18.0427
2,27,ans_final,1.2072,55.2806,5.4833
2,28,ans_first,2.1752,8.6136,8.6136
2,28,cq,0.9078,18.4280,16.0689
2,28,ans_final,1.5767,18.8498,5.8641
2,28,ans_first,2.2167,21.0526,8.6611
2,28,cq,0.9279,29.1854,19.4784
2,28,ans_final,1.4037,29.4231,4.9604
2,28,ans_first,1.4646,30.1876,5.7030
2,28,cq,0.1542,31.6133,6.4956
2,28,ans_final,1.5217,32.0348,4.5413
2,28,ans_first,1.4707,32.7118,5.9066
2,28,cq,0.9546,36.2292,12.0860
2,28,ans_final,1.2950,36.6119,5.1940
2,28,ans_first,1.8039,37.6213,8.2532
2,28,cq,0.2926,41.3410,9.6348
2,28,ans_final,1.5078,41.8821,5.6569
2,28,ans_first,2.1370,43.7983,11.8506
2,28,cq,1.0426,45.7198,12.6304
2,28,ans_final,1.5091,46.1687,6.0871
2,28,ans_first,1.3896,46.5774,7.0854
2,28,cq,2.0463,49.9455,18.9954
2,28,ans_final,1.2680,50.3519,5.2267
2,28,ans_first,1.9550,51.5068,9.1961
2,28,cq,1.2941,52.3837,14.6277
2,28,ans_final,1.1289,52.6479,4.6030
2,29,ans_first,1.6175,6.3161,6.3161
2,29,cq,2.0516,19.2944,18.1252
2,29,ans_final,1.4932,19.7341,4.1962
2,29,ans_first,1.5270,21.4984,8.5970
2,29,cq,1.9328,36.6637,26.5690
2,29,ans_final,1.6404,37.4971,7.6396
2,29,ans_first,1.8678,37.7378,4.5015
2,29,cq,2.1314,43.4543,19.5083
2,29,ans_final,1.5630,43.8771,6.4277
2,29,ans_first,1.7982,45.8748,11.1437
2,29,cq,1.0160,49.3325,12.1549
2,29,ans_final,1.3788,49.4644,4.3101
2,29,ans_first,1.6839,49.8284,5.8001
2,29,cq,1.7242,52.5804,16.3729
2,29,ans_final,1.3294,52.7973,4.5387
2,29,ans_first,2.3999,53.3207,7.0102
2,29,cq,2.5061,63.6055,31.5145
2,29,ans_final,1.7642,63.9163,6.4700
2,29,ans_first,2.0799,64.0075,6.3185
2,29,cq,1.0090,67.9242,18.5122
2,29,ans_final,1.3186,68.1196,4.7129
2,29,ans_first,1.8507,68.7700,8.9775
2,29,cq,1.8875,72.6651,19.0764
2,29,ans_final,1.4635,73.0644,3.9959
2,30,ans_first,1.5903,5.7736,5.7736
2,30,cq,2.3022,22.6866,21.7741
2,30,ans_final,1.7070,23.3929,4.4819
2,30,ans_first,2.4541,24.0996,6.6907
2,30,cq,1.9869,36.0704,29.7308
2,30,ans_final,1.7650,36.5940,6.9371
2,30,ans_first,1.9866,37.6616,8.5690
2,30,cq,1.2904,39.8884,14.2250
2,30,ans_final,1.2978,40.1159,5.3151
2,30,ans_first,1.6489,40.3449,6.0055
2,30,cq,0.5415,41.2609,8.9994
2,30,ans_final,1.2513,41.5375,4.1927
2,30,ans_first,1.5815,41.8553,6.3383
2,30,cq,0.7305,46.5877,14.6079
2,30,ans_final,1.3833,46.6921,4.6854
2,30,ans_first,1.7597,46.8462,7.4111
2,30,cq,1.6527,47.1947,13.4903
2,30,ans_final,1.4775,47.4000,4.8034
2,30,ans_first,1.8354,48.1250,8.5421
2,30,cq,1.8850,51.7162,24.4386
2,30,ans_final,1.5682,52.3542,7.0904
2,30,ans_first,1.7510,52.7049,5.3475
2,30,cq,1.6565,56.6302,21.7327
2,30,ans_final,1.5793,56.8840,5.1775
2,31,ans_first,2.0919,8.6480,8.6480
2,31,cq,1.9040,32.1590,30.4481
2,31,ans_final,1.6080,32.7842,7.4473
2,31,ans_first,1.7007,33.0004,6.2118
2,31,cq,1.3426,35.3894,15.8558
2,31,ans_final,1.4262,35.7009,3.9600
2,31,ans_first,2.0730,37.1460,9.2639
2,31,cq,2.6062,48.2100,29.2978
2,31,ans_final,1.5855,48.2884,4.5927
2,31,ans_first,1.8950,48.3960,6.2160
2,31,cq,3.2722,54.7919,23.0639
2,31,ans_final,1.4925,55.0911,6.3850
2,31,ans_first,1.6314,56.4473,10.7793
2,31,cq,0.9519,59.9390,15.9905
2,31,ans_final,1.6653,60.5141,7.2756
2,31,ans_first,1.9660,60.5623,6.4327
2,31,cq,1.9993,65.8685,20.4524
2,31,ans_final,1.5413,65.8134,4.1797
2,31,ans_first,1.5092,65.8971,5.5823
2,31,cq,0.6295,67.3145,11.6027
2,31,ans_final,1.5035,67.5840,5.7726
2,31,ans_first,1.9905,68.1559,6.9949
2,31,cq,1.7133,71.1223,15.3990
2,31,ans_final,1.6767,71.8430,5.8806
2,32,ans_first,1.9327,7.0028,7.0028
2,32,cq,1.0991,15.6660,13.8678
2,32,ans_final,1.4255,16.0820,4.8085
2,32,ans_first,2.2997,17.6406,7.5912
2,32,cq,2.2254,27.0832,20.8057
2,32,ans_final,1.7986,27.4839,5.3052
2,32,ans_first,1.4709,27.9768,4.8059
2,32,cq,1.4239,31.3538,14.7131
2,32,ans_final,1.5653,31.8096,4.5281
2,32,ans_first,2.1162,32.7599,6.4223
2,32,cq,1.2260,36.4082,18.8435
2,32,ans_final,1.4726,36.8435,5.1168
2,32,ans_first,1.9596,37.3094,5.8198
2,32,cq,2.0536,42.6655,18.8352
2,32,ans_final,1.3334,42.8217,4.6366
2,32,ans_first,2.0085,43.4456,7.2269
2,32,cq,1.7615,46.6058,17.2139
2,32,ans_final,1.0935,46.8987,5.7029
2,32,ans_first,1.6027,47.2117,4.6104
2,32,cq,1.3724,50.8596,15.1292
2,32,ans_final,1.2635,51.2234,4.8218
2,32,ans_first,1.7873,51.8510,8.8582
2,32,cq,1.6244,55.3297,16.7516
2,32,ans_final,1.3225,55.4803,4.1329
2,33,ans_first,1.9247,5.3341,5.3341
2,33,cq,1.3870,19.7362,18.8627
2,33,ans_final,1.0710,20.8377,6.2998
2,33,ans_first,1.8200,22.2923,8.2133
2,33,cq,1.4302,26.3847,16.1393
2,33,ans_final,1.7750,27.3297,8.0256
2,33,ans_first,2.1447,28.7819,8.1163
2,33,cq,1.4426,31.7981,13.5566
2,33,ans_final,1.5649,32.4063,6.3204
2,33,ans_first,1.0749,32.9254,8.2231
2,33,cq,2.3231,39.6864,22.8044
2,33,ans_final,1.3448,40.0412,6.6378
2,33,ans_first,1.5213,41.8631,14.8473
2,33,cq,1.3541,44.3402,16.6223
2,33,ans_final,1.5205,44.5719,4.2187
2,33,ans_first,1.9746,45.1417,6.8438
2,33,cq,1.5391,50.2154,19.4412
2,33,ans_final,1.5039,50.8666,5.7912
2,33,ans_first,1.8973,51.8267,8.0260
2,33,cq,1.2362,55.5272,19.5536
2,33,ans_final,1.6810,56.7255,10.2033
2,33,ans_first,1.9725,57.0238,6.0549
2,33,cq,1.5547,59.4251,15.5841
2,33,ans_final,1.3647,59.7724,6.8851
2,34,ans_first,2.6909,9.0009,9.0009
2,34,cq,3.1579,38.6411,37.9906
2,34,ans_final,1.3961,38.6889,3.9856
2,34,ans_first,2.3065,39.5363,7.3972
2,34,cq,1.3339,43.0487,14.7045
2,34,ans_final,1.4803,43.2869,4.5992
2,34,ans_first,2.0054,43.7572,5.8826
2,34,cq,0.3029,44.7760,12.9984
2,34,ans_final,1.4815,44.9064,4.2589
2,34,ans_first,2.7038,45.2600,6.9159
2,34,cq,1.2698,45.6716,16.3960
2,34,ans_final,1.7675,45.9333,4.7901
2,34,ans_first,1.9452,46.0687,4.0276
2,34,cq,0.9579,48.8076,12.8074
2,34,ans_final,1.4656,49.1504,6.0931
2,34,ans_first,1.8223,49.3837,4.0796
2,34,cq,0.8337,53.1716,12.3078
2,34,ans_final,1.5035,53.4571,6.0035
2,34,ans_first,1.9595,53.7408,5.2920
2,34,cq,1.7783,57.3711,16.2763
2,34,ans_final,1.7177,57.6757,5.8209
2,34,ans_first,1.9695,58.1415,6.9666
2,34,cq,1.6810,59.8748,18.8451
2,34,ans_final,1.4799,59.9654,4.6983
2,35,ans_first,2.6016,6.0770,6.0770
2,35,cq,1.4570,22.7153,22.1473
2,35,ans_final,1.5505,23.0705,4.7702
2,35,ans_first,1.8530,24.2639,7.5196
2,35,cq,2.0632,28.4108,16.2609
2,35,ans_final,1.6422,28.6261,6.1033
2,35,ans_first,1.6946,29.1101,5.4339
2,35,cq,0.5742,33.8488,14.2422
2,35,ans_final,1.3217,34.1760,4.0252
2,35,ans_first,1.8729,34.8616,6.0542
2,35,cq,0.9229,40.5934,14.9663
2,35,ans_final,1.4957,40.9286,5.7204
2,35,ans_first,1.4958,42.5322,9.1703
2,35,cq,2.1546,49.3041,25.8826
2,35,ans_final,1.4066,49.4348,4.6943
2,35,ans_first,2.1141,49.4020,6.5354
2,35,cq,0.9377,52.8614,14.7330
2,35,ans_final,1.4970,53.4060,6.0855
2,35,ans_first,1.9795,53.6699,6.7429
2,35,cq,1.0877,55.1874,13.1063
2,35,ans_final,1.6719,55.2379,6.2081
2,35,ans_first,2.2074,55.5354,7.0441
2,35,cq,2.4969,67.2955,30.3471
2,35,ans_final,1.7891,67.4173,6.0395
2,36,ans_first,1.4602,8.9385,8.9385
2,36,cq,1.8871,25.7622,24.6272
2,36,ans_final,1.4607,25.9459,4.6398
2,36,ans_first,1.7278,26.8297,6.0882
2,36,cq,1.2848,30.6888,13.7259
2,36,ans_final,0.3892,31.1717,3.8277
2,36,ans_first,2.2437,32.5236,9.0070
2,36,cq,1.5445,36.4739,14.1395
2,36,ans_final,1.6315,36.8234,8.3544
2,36,ans_first,1.9805,37.4525,5.9321
2,36,cq,1.4020,42.4761,16.4567
2,36,ans_final,1.5150,42.7586,5.7426
2,36,ans_first,1.6681,43.3237,8.0958
2,36,cq,0.7074,44.0432,13.8989
2,36,ans_final,1.4075,44.5304,6.2722
2,36,ans_first,1.2636,45.0480,4.8732
2,36,cq,1.5768,49.7027,18.0955
2,36,ans_final,1.4721,50.0040,6.0373
2,36,ans_first,1.2876,50.4174,6.0671
2,36,cq,0.4336,53.4176,15.8512
2,36,ans_final,1.3822,53.6710,6.0864
2,36,ans_first,1.2322,53.8240,4.8502
2,36,cq,1.3601,56.8640,17.7571
2,36,ans_final,1.4500,57.3260,6.2848
2,37,ans_first,1.7291,10.0413,10.0413
2,37,cq,1.1577,18.2509,15.1868
2,37,ans_final,1.3167,18.4927,4.4948
2,37,ans_first,1.9012,19.7947,6.0027
2,37,cq,1.2091,22.0437,10.1569
2,37,ans_final,1.5790,22.4590,4.6556
2,37,ans_first,1.6995,22.7024,4.5122
2,37,cq,1.2054,27.3570,16.2331
2,37,ans_final,1.8992,27.8641,5.8037
2,37,ans_first,1.7509,28.1282,7.1324
2,37,cq,1.5124,33.4528,18.0430
2,37,ans_final,1.3941,33.8882,3.8401
2,37,ans_first,1.9148,34.2164,5.9016
2,37,cq,0.6338,34.4879,8.8515
2,37,ans_final,1.6727,35.5486,7.9727
2,37,ans_first,1.9966,37.1859,11.1962
2,37,cq,1.6217,43.3905,24.4767
2,37,ans_final,1.3328,43.9580,6.9219
2,37,ans_first,2.1274,44.3931,7.1860
2,37,cq,1.9092,48.2803,15.3939
2,37,ans_final,1.6518,49.0741,8.0247
2,37,ans_first,1.6507,49.3095,5.8471
2,37,cq,1.7883,51.6327,17.0169
2,37,ans_final,1.4898,52.2677,4.9939
2,38,ans_first,2.2542,8.0478,8.0478
2,38,cq,1.3884,21.1772,19.5193
2,38,ans_final,1.1842,21.8887,5.5324
2,38,ans_first,1.4291,23.1903,7.6252
2,38,cq,1.9263,38.2466,31.7809
2,38,ans_final,1.4844,38.9993,6.7201
2,38,ans_first,2.1520,39.3598,10.4054
2,38,cq,1.6038,48.3044,20.1344
2,38,ans_final,1.3600,49.2095,8.1135
2,38,ans_first,1.8253,49.8557,6.9580
2,38,cq,1.3190,65.2384,29.2900
2,38,ans_final,1.3569,65.2965,3.7610
2,38,ans_first,1.5034,65.8064,5.6145
2,38,cq,2.2945,65.3429,22.2112
2,38,ans_final,1.5413,65.5892,4.8586
2,38,ans_first,2.1482,65.9481,8.8227
2,38,cq,1.4891,70.1274,14.5814
2,38,ans_final,1.6401,70.5950,6.7348
2,38,ans_first,1.6603,70.7368,5.3063
2,38,cq,1.2539,73.2815,13.5655
2,38,ans_final,1.7395,73.8479,6.1757
2,38,ans_first,1.8725,74.1053,5.8708
2,38,cq,1.4560,79.1781,20.5437
2,38,ans_final,1.2905,79.5477,6.7725
2,39,ans_first,2.0478,6.5367,6.5367
2,39,cq,0.9052,17.1905,15.6621
2,39,ans_final,1.2466,18.0806,5.9700
2,39,ans_first,1.7172,19.4763,5.9178
2,39,cq,0.8680,25.4582,11.9020
2,39,ans_final,1.2860,26.0600,6.5315
2,39,ans_first,1.6707,27.1334,7.9738
2,39,cq,1.5313,37.7267,19.4272
2,39,ans_final,1.4907,38.3464,7.1848
2,39,ans_first,1.8874,38.9462,6.2707
2,39,cq,1.1565,43.1329,11.4497
2,39,ans_final,1.3483,43.4167,5.7267
2,39,ans_first,1.8825,43.9301,6.6354
2,39,cq,0.9319,49.5624,12.6598
2,39,ans_final,0.9947,49.8028,4.3349
2,39,ans_first,2.7729,51.4575,13.9858
2,39,cq,1.5039,53.0941,20.1978
2,39,ans_final,1.3132,53.4052,7.9289
2,39,ans_first,2.0170,54.7464,12.9127
2,39,cq,1.3567,63.3445,20.9776
2,39,ans_final,1.8186,64.0071,6.7586
2,39,ans_first,2.4006,64.6425,7.2343
2,39,cq,2.2343,71.7946,19.9885
2,39,ans_final,1.6117,72.1682,6.0591
2,40,ans_first,1.6317,10.7066,10.7066
2,40,cq,1.3692,25.6998,23.8223
2,40,ans_final,1.3106,26.3947,5.0933
2,40,ans_first,2.3502,27.4369,8.1878
2,40,cq,1.3192,29.3299,13.5717
2,40,ans_final,1.4073,29.6491,4.2279
2,40,ans_first,1.4438,30.3598,7.3643
2,40,cq,2.1649,36.5938,20.4101
2,40,ans_final,1.4790,37.0340,6.1170
2,40,ans_first,2.0009,37.8273,7.0461
2,40,cq,1.5183,41.3142,16.6773
2,40,ans_final,1.3261,41.9358,6.8981
2,40,ans_first,1.9595,42.0472,7.1248
2,40,cq,3.0662,49.7323,24.2687
2,40,ans_final,1.4050,49.7039,6.2049
2,40,ans_first,1.6605,50.3442,6.6985
2,40,cq,2.4061,55.0683,21.3960
2,40,ans_final,1.8799,55.3489,7.4233
2,40,ans_first,2.3086,55.8431,6.7118
2,40,cq,1.0579,55.4408,16.3201
2,40,ans_final,1.5106,55.5995,5.8495
2,40,ans_first,2.0875,56.2645,7.1583
2,40,cq,2.3331,66.5565,30.2075
2,40,ans_final,1.7234,67.1830,7.1574
2,41,ans_first,1.7703,7.0698,7.0698
2,41,cq,0.2899,11.6689,9.6073
2,41,ans_final,1.4328,13.0507,6.3185
2,41,ans_first,2.3927,15.0654,7.0709
2,41,cq,0.8520,19.3396,11.0927
2,41,ans_final,1.7509,20.5954,6.5199
2,41,ans_first,1.6513,21.9247,8.6663
2,41,cq,0.8957,27.6457,16.0817
2,41,ans_final,1.3540,28.2395,5.4023
2,41,ans_first,2.1859,29.5964,8.7238
2,41,cq,3.0469,38.8082,22.2866
2,41,ans_final,1.5303,39.1102,5.3928
2,41,ans_first,1.9681,39.6970,7.3773
2,41,cq,1.0852,46.0223,16.6317
2,41,ans_final,1.3742,46.3366,5.0602
2,41,ans_first,2.3147,47.1804,7.6587
2,41,cq,1.2612,56.7000,19.7507
2,41,ans_final,1.3826,56.9838,5.0968
2,41,ans_first,2.1239,57.9117,9.6471
2,41,cq,0.4208,59.1681,14.8913
2,41,ans_final,1.4413,59.5660,4.5461
2,41,ans_first,1.6243,60.5695,8.9452
2,41,cq,0.9183,65.7543,13.8997
2,41,ans_final,1.5430,66.6551,7.4243
2,42,ans_first,2.3036,7.3850,7.3850
2,42,cq,2.6694,21.0102,19.4589
2,42,ans_final,1.5172,21.6900,6.8267
2,42,ans_first,2.4070,22.2469,6.0590
2,42,cq,2.6037,28.1069,15.5364
2,42,ans_final,1.5135,28.4481,7.0088
2,42,ans_first,2.1584,29.2017,5.9252
2,42,cq,2.0979,34.2790,16.1590
2,42,ans_final,1.0606,34.6065,4.4494
2,42,ans_first,2.6796,36.9623,12.5765
2,42,cq,1.2996,40.8942,20.1994
2,42,ans_final,1.4752,41.3694,7.8727
2,42,ans_first,1.5760,41.6723,5.6718
2,42,cq,1.0676,46.5871,15.6888
2,42,ans_final,1.3691,47.1653,6.2246
2,42,ans_first,1.3691,47.6773,6.1426
2,42,cq,1.5233,54.3993,17.4284
2,42,ans_final,1.4465,54.9092,6.3155
2,42,ans_first,1.6880,55.4538,6.4959
2,42,cq,1.5890,66.8554,24.6097
2,42,ans_final,1.4750,67.1503,5.7749
2,42,ans_first,2.5155,67.5811,7.0144
2,42,cq,1.4015,75.0340,16.3653
2,42,ans_final,1.3184,75.2000,4.4165
2,43,ans_first,2.1844,7.6020,7.6020
2,43,cq,1.5764,22.6684,21.5957
2,43,ans_final,1.7391,24.1417,7.9645
2,43,ans_first,1.5271,24.9933,6.8404
2,43,cq,1.1848,35.0222,22.3066
2,43,ans_final,1.3373,35.3866,4.5500
2,43,ans_first,2.0947,35.6043,5.6995
2,43,cq,0.9519,37.9271,16.1413
2,43,ans_final,1.2492,38.3073,5.5234
2,43,ans_first,1.6927,39.0480,7.4658
2,43,cq,0.6659,40.2506,11.5001
2,43,ans_final,1.3667,40.9870,7.2551
2,43,ans_first,2.0027,42.2526,11.7717
2,43,cq,1.6644,44.1232,26.6008
2,43,ans_final,1.3892,44.3845,5.8535
2,43,ans_first,2.2370,44.5863,7.7564
2,43,cq,1.3308,47.8132,12.6416
2,43,ans_final,1.3933,48.0102,4.2372
2,43,ans_first,1.6193,48.4368,6.2750
2,43,cq,1.2903,51.8096,16.8132
2,43,ans_final,1.3838,52.3818,6.8191
2,43,ans_first,2.2491,52.7854,8.6039
2,43,cq,1.3371,58.2319,18.7839
2,43,ans_final,1.4157,59.3514,7.6390
2,44,ans_first,1.3740,5.1337,5.1337
2,44,cq,1.0945,17.3869,17.1449
2,44,ans_final,1.4997,18.9290,7.0438
2,44,ans_first,1.5821,20.0741,5.8660
2,44,cq,1.0070,25.2582,12.2533
2,44,ans_final,1.5685,26.5660,7.3629
2,44,ans_first,2.0877,27.1028,5.8334
2,44,cq,1.6010,32.2884,13.9621
2,44,ans_final,1.6154,32.9884,6.0051
2,44,ans_first,2.6340,33.9515,8.0990
2,44,cq,1.3681,41.1228,17.7083
2,44,ans_final,1.4091,42.0248,7.2352
2,44,ans_first,2.1121,42.9490,9.0925
2,44,cq,1.9580,46.3215,18.8873
2,44,ans_final,1.3908,46.7284,5.2140
2,44,ans_first,2.1654,47.7979,8.9407
2,44,cq,1.1250,56.3122,15.6590
2,44,ans_final,1.2809,56.8370,5.6149
2,44,ans_first,1.8716,57.0724,4.6078
2,44,cq,1.0429,58.0933,9.5092
2,44,ans_final,1.3840,58.8097,5.3154
2,44,ans_first,1.7728,59.6409,7.1087
2,44,cq,0.8877,65.4471,14.7096
2,44,ans_final,1.3976,66.0605,5.8734
2,45,ans_first,1.2916,5.4094,5.4094
2,45,cq,1.4687,15.3656,14.2817
2,45,ans_final,1.6400,17.0168,6.8127
2,45,ans_first,2.1767,18.3548,6.5532
2,45,cq,1.1428,22.1296,13.4807
2,45,ans_final,1.3194,22.0619,4.0563
2,45,ans_first,2.3073,23.1957,6.8834
2,45,cq,1.8380,29.5434,20.7752
2,45,ans_final,1.6021,29.6095,4.5624
